sex,age_group,Total_cases,Total_deaths,Month,Year,Medcond,Race_ethnicity
Female,0 - 9 Years,174,0,6,2020,Yes,Other/Missing
Female,0 - 9 Years,2805,1,7,2020,No,Black
Female,0 - 9 Years,4019,2,7,2020,No,White
Female,0 - 9 Years,340,0,7,2020,No,Asian
Female,0 - 9 Years,9283,2,7,2020,No,Other/Missing
Female,0 - 9 Years,9300,0,7,2020,No,Hispanic
Female,0 - 9 Years,225,1,7,2020,Yes,Black
Female,0 - 9 Years,228,0,7,2020,Yes,White
Female,0 - 9 Years,16,0,7,2020,Yes,Asian
Female,0 - 9 Years,308,0,7,2020,Yes,Hispanic
Female,0 - 9 Years,155,1,7,2020,Yes,Other/Missing
Female,0 - 9 Years,2165,1,8,2020,No,Black
Female,0 - 9 Years,3838,2,8,2020,No,White
Female,0 - 9 Years,392,0,8,2020,No,Asian
Female,0 - 9 Years,7003,3,8,2020,No,Hispanic
Female,0 - 9 Years,7189,2,8,2020,No,Other/Missing
Female,0 - 9 Years,252,0,8,2020,Yes,White
Female,0 - 9 Years,126,0,8,2020,Yes,Black
Female,0 - 9 Years,204,0,8,2020,Yes,Hispanic
Female,0 - 9 Years,92,0,8,2020,Yes,Other/Missing
Female,0 - 9 Years,8,0,8,2020,Yes,Asian
Female,0 - 9 Years,1592,1,9,2020,No,Black
Female,0 - 9 Years,5025,0,9,2020,No,White
Female,0 - 9 Years,277,0,9,2020,No,Asian
Female,0 - 9 Years,5210,1,9,2020,No,Hispanic
Female,0 - 9 Years,6859,0,9,2020,No,Other/Missing
Female,0 - 9 Years,305,0,9,2020,Yes,White
Female,0 - 9 Years,107,0,9,2020,Yes,Black
Female,0 - 9 Years,116,0,9,2020,Yes,Hispanic
Female,0 - 9 Years,76,0,9,2020,Yes,Other/Missing
Female,0 - 9 Years,6,0,9,2020,Yes,Asian
Female,0 - 9 Years,10131,0,10,2020,No,White
Female,0 - 9 Years,634,0,10,2020,No,Asian
Female,0 - 9 Years,2286,1,10,2020,No,Black
Female,0 - 9 Years,8556,0,10,2020,No,Hispanic
Female,0 - 9 Years,13355,0,10,2020,No,Other/Missing
Female,0 - 9 Years,157,0,10,2020,Yes,Black
Female,0 - 9 Years,464,1,10,2020,Yes,White
Female,0 - 9 Years,12,0,10,2020,Yes,Asian
Female,0 - 9 Years,173,0,10,2020,Yes,Hispanic
Female,0 - 9 Years,132,0,10,2020,Yes,Other/Missing
Female,0 - 9 Years,20065,1,11,2020,No,White
Female,0 - 9 Years,1259,0,11,2020,No,Asian
Female,0 - 9 Years,3611,1,11,2020,No,Black
Female,0 - 9 Years,31846,3,11,2020,No,Other/Missing
Female,0 - 9 Years,16868,0,11,2020,No,Hispanic
Female,0 - 9 Years,200,1,11,2020,Yes,Black
Female,0 - 9 Years,706,1,11,2020,Yes,White
Female,0 - 9 Years,276,2,11,2020,Yes,Hispanic
Female,0 - 9 Years,241,0,11,2020,Yes,Other/Missing
Female,0 - 9 Years,17,0,11,2020,Yes,Asian
Female,0 - 9 Years,25594,8,12,2020,No,White
Female,0 - 9 Years,5945,0,12,2020,No,Black
Female,0 - 9 Years,2269,0,12,2020,No,Asian
Female,0 - 9 Years,48821,1,12,2020,No,Other/Missing
Female,0 - 9 Years,28564,2,12,2020,No,Hispanic
Female,0 - 9 Years,922,3,12,2020,Yes,White
Female,0 - 9 Years,269,0,12,2020,Yes,Black
Female,0 - 9 Years,37,0,12,2020,Yes,Asian
Female,0 - 9 Years,415,0,12,2020,Yes,Hispanic
Female,0 - 9 Years,326,0,12,2020,Yes,Other/Missing
Female,0 - 9 Years,7273,1,1,2021,No,Black
Female,0 - 9 Years,25012,3,1,2021,No,White
Female,0 - 9 Years,2421,0,1,2021,No,Asian
Female,0 - 9 Years,41033,2,1,2021,No,Other/Missing
Female,0 - 9 Years,27974,3,1,2021,No,Hispanic
Female,0 - 9 Years,848,0,1,2021,Yes,White
Female,0 - 9 Years,352,0,1,2021,Yes,Black
Female,0 - 9 Years,39,0,1,2021,Yes,Asian
Female,0 - 9 Years,522,0,1,2021,Yes,Hispanic
Female,0 - 9 Years,329,0,1,2021,Yes,Other/Missing
Female,0 - 9 Years,14002,0,2,2021,No,White
Female,0 - 9 Years,4132,2,2,2021,No,Black
Female,0 - 9 Years,1161,0,2,2021,No,Asian
Female,0 - 9 Years,18276,0,2,2021,No,Other/Missing
Female,0 - 9 Years,10723,0,2,2021,No,Hispanic
Female,0 - 9 Years,383,0,2,2021,Yes,White
Female,0 - 9 Years,146,0,2,2021,Yes,Black
Female,0 - 9 Years,37,0,2,2021,Yes,Asian
Female,0 - 9 Years,285,0,2,2021,Yes,Hispanic
Female,0 - 9 Years,173,0,2,2021,Yes,Other/Missing
Female,0 - 9 Years,13737,1,3,2021,No,White
Female,0 - 9 Years,4613,0,3,2021,No,Black
Female,0 - 9 Years,1077,0,3,2021,No,Asian
Female,0 - 9 Years,18800,1,3,2021,No,Other/Missing
Female,0 - 9 Years,10160,0,3,2021,No,Hispanic
Female,0 - 9 Years,320,0,3,2021,Yes,White
Female,0 - 9 Years,24,0,3,2021,Yes,Asian
Female,0 - 9 Years,140,0,3,2021,Yes,Black
Female,0 - 9 Years,191,0,3,2021,Yes,Other/Missing
Female,0 - 9 Years,275,0,3,2021,Yes,Hispanic
Female,0 - 9 Years,6141,0,4,2021,No,Black
Female,0 - 9 Years,15387,2,4,2021,No,White
Female,0 - 9 Years,1175,1,4,2021,No,Asian
Female,0 - 9 Years,22285,2,4,2021,No,Other/Missing
Female,0 - 9 Years,9266,0,4,2021,No,Hispanic
Female,0 - 9 Years,178,0,4,2021,Yes,Black
Female,0 - 9 Years,407,1,4,2021,Yes,White
Female,0 - 9 Years,22,0,4,2021,Yes,Asian
Female,0 - 9 Years,216,0,4,2021,Yes,Hispanic
Female,0 - 9 Years,192,0,4,2021,Yes,Other/Missing
Female,0 - 9 Years,3335,0,5,2021,No,Black
Female,0 - 9 Years,7857,1,5,2021,No,White
Female,0 - 9 Years,523,0,5,2021,No,Asian
Female,0 - 9 Years,12370,0,5,2021,No,Other/Missing
Female,0 - 9 Years,4860,2,5,2021,No,Hispanic
Female,0 - 9 Years,175,0,5,2021,Yes,White
Female,0 - 9 Years,80,0,5,2021,Yes,Black
Female,0 - 9 Years,20,0,5,2021,Yes,Asian
Female,0 - 9 Years,101,0,5,2021,Yes,Other/Missing
Female,0 - 9 Years,98,0,5,2021,Yes,Hispanic
Female,0 - 9 Years,453,0,6,2021,No,White
Female,0 - 9 Years,760,0,6,2021,No,Other/Missing
Female,0 - 9 Years,306,0,6,2021,No,Hispanic
Female,0 - 9 Years,44,0,6,2021,No,Asian
Female,0 - 9 Years,13,0,6,2021,Yes,White
Female,0 - 9 Years,5,0,6,2021,Yes,Black
Female,0 - 9 Years,8,0,6,2021,Yes,Other/Missing
Female,0 - 9 Years,210,0,6,2021,No,Black
Female,0 - 9 Years,5,0,6,2021,Yes,Hispanic
Male,0 - 9 Years,17,0,1,2020,No,White
Male,0 - 9 Years,3,0,1,2020,Yes,White
Male,0 - 9 Years,29,0,1,2020,No,Other/Missing
Male,0 - 9 Years,4,0,1,2020,No,Asian
Male,0 - 9 Years,1,0,1,2020,Yes,Black
Male,0 - 9 Years,5,0,1,2020,No,Black
Male,0 - 9 Years,8,0,1,2020,No,Hispanic
Male,0 - 9 Years,1,0,1,2020,Yes,Hispanic
Male,0 - 9 Years,10,0,2,2020,No,White
Male,0 - 9 Years,15,0,2,2020,No,Other/Missing
Male,0 - 9 Years,6,0,2,2020,No,Hispanic
Male,0 - 9 Years,2,0,2,2020,No,Asian
Male,0 - 9 Years,4,0,2,2020,No,Black
Male,0 - 9 Years,1,0,2,2020,Yes,Other/Missing
Male,0 - 9 Years,1,0,2,2020,Yes,Hispanic
Male,0 - 9 Years,236,1,3,2020,No,White
Male,0 - 9 Years,710,2,3,2020,No,Other/Missing
Male,0 - 9 Years,261,1,3,2020,No,Hispanic
Male,0 - 9 Years,96,2,3,2020,No,Black
Male,0 - 9 Years,50,0,3,2020,Yes,Other/Missing
Male,0 - 9 Years,42,1,3,2020,Yes,White
Male,0 - 9 Years,40,1,3,2020,Yes,Hispanic
Male,0 - 9 Years,7,0,3,2020,Yes,Asian
Male,0 - 9 Years,29,0,3,2020,No,Asian
Male,0 - 9 Years,14,0,3,2020,Yes,Black
Male,0 - 9 Years,1594,1,4,2020,No,Hispanic
Male,0 - 9 Years,553,2,4,2020,No,White
Male,0 - 9 Years,2229,4,4,2020,No,Other/Missing
Male,0 - 9 Years,125,0,4,2020,No,Asian
Male,0 - 9 Years,418,1,4,2020,No,Black
Male,0 - 9 Years,97,1,4,2020,Yes,White
Male,0 - 9 Years,100,0,4,2020,Yes,Other/Missing
Male,0 - 9 Years,128,0,4,2020,Yes,Hispanic
Male,0 - 9 Years,8,0,4,2020,Yes,Asian
Male,0 - 9 Years,81,1,4,2020,Yes,Black
Male,0 - 9 Years,919,3,5,2020,No,White
Male,0 - 9 Years,3435,1,5,2020,No,Other/Missing
Male,0 - 9 Years,3945,0,5,2020,No,Hispanic
Male,0 - 9 Years,188,0,5,2020,No,Asian
Male,0 - 9 Years,862,0,5,2020,No,Black
Male,0 - 9 Years,242,0,5,2020,Yes,Hispanic
Male,0 - 9 Years,24,0,5,2020,Yes,Asian
Male,0 - 9 Years,131,5,5,2020,Yes,White
Male,0 - 9 Years,132,0,5,2020,Yes,Other/Missing
Male,0 - 9 Years,109,0,5,2020,Yes,Black
Male,0 - 9 Years,5256,1,6,2020,No,Other/Missing
Male,0 - 9 Years,2022,1,6,2020,No,White
Male,0 - 9 Years,7044,3,6,2020,No,Hispanic
Male,0 - 9 Years,310,0,6,2020,No,Asian
Male,0 - 9 Years,1422,0,6,2020,No,Black
Male,0 - 9 Years,36,0,6,2020,Yes,Asian
Male,0 - 9 Years,215,1,6,2020,Yes,White
Male,0 - 9 Years,395,1,6,2020,Yes,Hispanic
Male,0 - 9 Years,193,0,6,2020,Yes,Other/Missing
Male,0 - 9 Years,177,0,6,2020,Yes,Black
Male,0 - 9 Years,4179,0,7,2020,No,White
Male,0 - 9 Years,9712,0,7,2020,No,Other/Missing
Male,0 - 9 Years,9841,3,7,2020,No,Hispanic
Male,0 - 9 Years,342,0,7,2020,No,Asian
Male,0 - 9 Years,2871,1,7,2020,No,Black
Male,0 - 9 Years,310,1,7,2020,Yes,White
Male,0 - 9 Years,158,0,7,2020,Yes,Other/Missing
Male,0 - 9 Years,312,0,7,2020,Yes,Hispanic
Male,0 - 9 Years,28,0,7,2020,Yes,Asian
Male,0 - 9 Years,232,1,7,2020,Yes,Black
Male,0 - 9 Years,4057,1,8,2020,No,White
Male,0 - 9 Years,7301,1,8,2020,No,Hispanic
Male,0 - 9 Years,7389,2,8,2020,No,Other/Missing
Male,0 - 9 Years,376,0,8,2020,No,Asian
Male,0 - 9 Years,2282,0,8,2020,No,Black
Male,0 - 9 Years,247,0,8,2020,Yes,Hispanic
Male,0 - 9 Years,120,1,8,2020,Yes,Other/Missing
Male,0 - 9 Years,268,0,8,2020,Yes,White
Male,0 - 9 Years,164,0,8,2020,Yes,Black
Male,0 - 9 Years,16,0,8,2020,Yes,Asian
Male,0 - 9 Years,5502,3,9,2020,No,White
Male,0 - 9 Years,7101,1,9,2020,No,Other/Missing
Male,0 - 9 Years,5517,1,9,2020,No,Hispanic
Male,0 - 9 Years,398,0,9,2020,No,Asian
Male,0 - 9 Years,1532,1,9,2020,No,Black
Male,0 - 9 Years,366,0,9,2020,Yes,White
Male,0 - 9 Years,94,0,9,2020,Yes,Other/Missing
Male,0 - 9 Years,152,0,9,2020,Yes,Hispanic
Male,0 - 9 Years,13,0,9,2020,Yes,Asian
Male,0 - 9 Years,119,0,9,2020,Yes,Black
Male,0 - 9 Years,10563,1,10,2020,No,White
Male,0 - 9 Years,13990,3,10,2020,No,Other/Missing
Male,0 - 9 Years,9006,1,10,2020,No,Hispanic
Male,0 - 9 Years,737,0,10,2020,No,Asian
Male,0 - 9 Years,2366,0,10,2020,No,Black
Male,0 - 9 Years,212,0,10,2020,Yes,Hispanic
Male,0 - 9 Years,554,1,10,2020,Yes,White
Male,0 - 9 Years,152,0,10,2020,Yes,Other/Missing
Male,0 - 9 Years,16,0,10,2020,Yes,Asian
Male,0 - 9 Years,178,1,10,2020,Yes,Black
Male,0 - 9 Years,21402,5,11,2020,No,White
Male,0 - 9 Years,33316,1,11,2020,No,Other/Missing
Male,0 - 9 Years,17501,4,11,2020,No,Hispanic
Male,0 - 9 Years,1446,1,11,2020,No,Asian
Male,0 - 9 Years,3925,1,11,2020,No,Black
Male,0 - 9 Years,851,1,11,2020,Yes,White
Male,0 - 9 Years,337,0,11,2020,Yes,Other/Missing
Male,0 - 9 Years,357,0,11,2020,Yes,Hispanic
Male,0 - 9 Years,26,0,11,2020,Yes,Asian
Male,0 - 9 Years,234,0,11,2020,Yes,Black
Male,0 - 9 Years,27208,7,12,2020,No,White
Male,0 - 9 Years,50780,2,12,2020,No,Other/Missing
Male,0 - 9 Years,29833,2,12,2020,No,Hispanic
Male,0 - 9 Years,2587,1,12,2020,No,Asian
Male,0 - 9 Years,6153,3,12,2020,No,Black
Male,0 - 9 Years,1035,0,12,2020,Yes,White
Male,0 - 9 Years,525,0,12,2020,Yes,Hispanic
Male,0 - 9 Years,390,0,12,2020,Yes,Other/Missing
Male,0 - 9 Years,36,0,12,2020,Yes,Asian
Male,0 - 9 Years,348,0,12,2020,Yes,Black
Male,0 - 9 Years,26633,9,1,2021,No,White
Male,0 - 9 Years,43268,3,1,2021,No,Other/Missing
Male,0 - 9 Years,29134,2,1,2021,No,Hispanic
Male,0 - 9 Years,2702,1,1,2021,No,Asian
Male,0 - 9 Years,7583,1,1,2021,No,Black
Male,0 - 9 Years,1001,2,1,2021,Yes,White
Male,0 - 9 Years,652,0,1,2021,Yes,Hispanic
Male,0 - 9 Years,348,1,1,2021,Yes,Other/Missing
Male,0 - 9 Years,81,0,1,2021,Yes,Asian
Male,0 - 9 Years,401,0,1,2021,Yes,Black
Male,0 - 9 Years,14971,2,2,2021,No,White
Male,0 - 9 Years,19434,1,2,2021,No,Other/Missing
Male,0 - 9 Years,11381,1,2,2021,No,Hispanic
Male,0 - 9 Years,1365,0,2,2021,No,Asian
Male,0 - 9 Years,4320,2,2,2021,No,Black
Male,0 - 9 Years,251,0,2,2021,Yes,Other/Missing
Male,0 - 9 Years,418,0,2,2021,Yes,Hispanic
Male,0 - 9 Years,507,1,2,2021,Yes,White
Male,0 - 9 Years,56,0,2,2021,Yes,Asian
Male,0 - 9 Years,175,1,2,2021,Yes,Black
Male,0 - 9 Years,14598,1,3,2021,No,White
Male,0 - 9 Years,19821,3,3,2021,No,Other/Missing
Male,0 - 9 Years,10871,0,3,2021,No,Hispanic
Male,0 - 9 Years,1278,1,3,2021,No,Asian
Male,0 - 9 Years,4690,1,3,2021,No,Black
Male,0 - 9 Years,423,0,3,2021,Yes,White
Male,0 - 9 Years,341,0,3,2021,Yes,Hispanic
Male,0 - 9 Years,257,1,3,2021,Yes,Other/Missing
Male,0 - 9 Years,47,0,3,2021,Yes,Asian
Male,0 - 9 Years,155,0,3,2021,Yes,Black
Male,0 - 9 Years,16382,1,4,2021,No,White
Male,0 - 9 Years,23305,0,4,2021,No,Other/Missing
Male,0 - 9 Years,9708,1,4,2021,No,Hispanic
Male,0 - 9 Years,1292,0,4,2021,No,Asian
Male,0 - 9 Years,6237,1,4,2021,No,Black
Male,0 - 9 Years,432,1,4,2021,Yes,White
Male,0 - 9 Years,259,0,4,2021,Yes,Hispanic
Male,0 - 9 Years,277,1,4,2021,Yes,Other/Missing
Male,0 - 9 Years,38,0,4,2021,Yes,Asian
Male,0 - 9 Years,199,0,4,2021,Yes,Black
Male,0 - 9 Years,8212,0,5,2021,No,White
Male,0 - 9 Years,12991,3,5,2021,No,Other/Missing
Male,0 - 9 Years,5393,0,5,2021,No,Hispanic
Male,0 - 9 Years,615,0,5,2021,No,Asian
Male,0 - 9 Years,3463,0,5,2021,No,Black
Male,0 - 9 Years,217,0,5,2021,Yes,White
Male,0 - 9 Years,107,0,5,2021,Yes,Other/Missing
Male,0 - 9 Years,117,0,5,2021,Yes,Hispanic
Male,0 - 9 Years,118,0,5,2021,Yes,Black
Male,0 - 9 Years,15,0,5,2021,Yes,Asian
Male,0 - 9 Years,311,0,6,2021,No,Hispanic
Male,0 - 9 Years,500,1,6,2021,No,White
Male,0 - 9 Years,233,0,6,2021,No,Black
Male,0 - 9 Years,815,0,6,2021,No,Other/Missing
Male,0 - 9 Years,7,0,6,2021,Yes,Other/Missing
Male,0 - 9 Years,14,0,6,2021,Yes,White
Male,0 - 9 Years,13,0,6,2021,Yes,Black
Male,0 - 9 Years,8,0,6,2021,Yes,Hispanic
Male,0 - 9 Years,38,0,6,2021,No,Asian
Male,0 - 9 Years,2,0,6,2021,Yes,Asian
Missing,0 - 9 Years,1,0,1,2020,No,White
Missing,0 - 9 Years,7,0,3,2020,No,Other/Missing
Missing,0 - 9 Years,1,0,3,2020,No,White
Missing,0 - 9 Years,2,0,4,2020,No,Hispanic
Missing,0 - 9 Years,10,0,4,2020,No,Other/Missing
Missing,0 - 9 Years,1,0,4,2020,No,Asian
Missing,0 - 9 Years,1,0,4,2020,No,White
Missing,0 - 9 Years,20,0,5,2020,No,Hispanic
Missing,0 - 9 Years,2,0,5,2020,No,Black
Missing,0 - 9 Years,10,0,5,2020,No,Other/Missing
Missing,0 - 9 Years,1,0,5,2020,No,Asian
Missing,0 - 9 Years,1,0,5,2020,No,White
Missing,0 - 9 Years,6,0,6,2020,No,Other/Missing
Missing,0 - 9 Years,4,0,6,2020,No,White
Missing,0 - 9 Years,10,0,6,2020,No,Hispanic
Missing,0 - 9 Years,1,0,6,2020,Yes,Black
Missing,0 - 9 Years,1,0,6,2020,Yes,Other/Missing
Missing,0 - 9 Years,11,0,7,2020,No,Hispanic
Missing,0 - 9 Years,29,0,7,2020,No,Other/Missing
Missing,0 - 9 Years,4,0,7,2020,No,Black
Missing,0 - 9 Years,10,0,7,2020,No,White
Missing,0 - 9 Years,1,0,7,2020,Yes,Black
Missing,0 - 9 Years,1,0,7,2020,No,Asian
Missing,0 - 9 Years,13,0,8,2020,No,Hispanic
Missing,0 - 9 Years,32,0,8,2020,No,Other/Missing
Missing,0 - 9 Years,6,0,8,2020,No,Black
Missing,0 - 9 Years,6,0,8,2020,No,White
Missing,0 - 9 Years,1,0,8,2020,Yes,Hispanic
Missing,0 - 9 Years,56,0,9,2020,No,Hispanic
Missing,0 - 9 Years,30,0,9,2020,No,White
Missing,0 - 9 Years,110,0,9,2020,No,Other/Missing
Missing,0 - 9 Years,6,0,9,2020,No,Black
Missing,0 - 9 Years,2,0,9,2020,Yes,White
Missing,0 - 9 Years,1,0,9,2020,No,Asian
Missing,0 - 9 Years,100,0,10,2020,No,Hispanic
Missing,0 - 9 Years,61,0,10,2020,No,White
Missing,0 - 9 Years,243,0,10,2020,No,Other/Missing
Missing,0 - 9 Years,21,0,10,2020,No,Black
Missing,0 - 9 Years,1,0,10,2020,Yes,Hispanic
Missing,0 - 9 Years,1,0,10,2020,Yes,White
Missing,0 - 9 Years,5,0,10,2020,No,Asian
Missing,0 - 9 Years,160,1,11,2020,No,Hispanic
Missing,0 - 9 Years,119,0,11,2020,No,White
Missing,0 - 9 Years,457,0,11,2020,No,Other/Missing
Missing,0 - 9 Years,36,0,11,2020,No,Black
Missing,0 - 9 Years,15,0,11,2020,No,Asian
Missing,0 - 9 Years,2,1,11,2020,Yes,Other/Missing
Missing,0 - 9 Years,1,0,11,2020,Yes,White
Missing,0 - 9 Years,242,0,12,2020,No,White
Missing,0 - 9 Years,836,0,12,2020,No,Other/Missing
Missing,0 - 9 Years,294,0,12,2020,No,Hispanic
Missing,0 - 9 Years,23,0,12,2020,No,Asian
Missing,0 - 9 Years,56,0,12,2020,No,Black
Missing,0 - 9 Years,1,0,12,2020,Yes,White
Missing,0 - 9 Years,240,0,1,2021,No,White
Missing,0 - 9 Years,256,0,1,2021,No,Hispanic
Missing,0 - 9 Years,708,0,1,2021,No,Other/Missing
Missing,0 - 9 Years,69,0,1,2021,No,Black
Missing,0 - 9 Years,23,0,1,2021,No,Asian
Missing,0 - 9 Years,305,0,2,2021,No,Other/Missing
Missing,0 - 9 Years,120,0,2,2021,No,Hispanic
Missing,0 - 9 Years,124,0,2,2021,No,White
Missing,0 - 9 Years,10,0,2,2021,No,Asian
Missing,0 - 9 Years,35,0,2,2021,No,Black
Missing,0 - 9 Years,316,0,3,2021,No,Other/Missing
Missing,0 - 9 Years,112,0,3,2021,No,Hispanic
Missing,0 - 9 Years,141,0,3,2021,No,White
Missing,0 - 9 Years,26,0,3,2021,No,Black
Missing,0 - 9 Years,18,0,3,2021,No,Asian
Missing,0 - 9 Years,145,0,4,2021,No,White
Missing,0 - 9 Years,395,0,4,2021,No,Other/Missing
Missing,0 - 9 Years,131,0,4,2021,No,Hispanic
Missing,0 - 9 Years,15,0,4,2021,No,Asian
Missing,0 - 9 Years,43,0,4,2021,No,Black
Missing,0 - 9 Years,72,0,5,2021,No,Hispanic
Missing,0 - 9 Years,184,0,5,2021,No,Other/Missing
Missing,0 - 9 Years,21,0,5,2021,No,Black
Missing,0 - 9 Years,2,0,5,2021,No,Asian
Missing,0 - 9 Years,66,0,5,2021,No,White
Missing,0 - 9 Years,3,0,6,2021,No,White
Missing,0 - 9 Years,3,0,6,2021,No,Hispanic
Missing,0 - 9 Years,11,0,6,2021,No,Other/Missing
Missing,0 - 9 Years,2,0,6,2021,No,Black
Other,0 - 9 Years,1,0,3,2020,Yes,Other/Missing
Other,0 - 9 Years,2,0,4,2020,No,Other/Missing
Other,0 - 9 Years,2,0,6,2020,No,Other/Missing
Other,0 - 9 Years,1,0,7,2020,No,Other/Missing
Other,0 - 9 Years,1,0,9,2020,No,Other/Missing
Other,0 - 9 Years,1,0,11,2020,Yes,White
Other,0 - 9 Years,1,0,12,2020,No,White
Other,0 - 9 Years,1,0,12,2020,No,Other/Missing
Other,0 - 9 Years,4,0,1,2021,No,Other/Missing
Other,0 - 9 Years,1,0,1,2021,No,White
Other,0 - 9 Years,1,0,1,2021,Yes,White
Other,0 - 9 Years,2,0,3,2021,Yes,White
Other,0 - 9 Years,1,0,3,2021,No,White
Other,0 - 9 Years,4,0,4,2021,No,Other/Missing
Other,0 - 9 Years,1,0,4,2021,Yes,White
Unknown,0 - 9 Years,16,0,3,2020,No,Other/Missing
Unknown,0 - 9 Years,2,0,3,2020,No,White
Unknown,0 - 9 Years,11,0,4,2020,No,Hispanic
Unknown,0 - 9 Years,62,0,4,2020,No,Other/Missing
Unknown,0 - 9 Years,7,0,4,2020,No,White
Unknown,0 - 9 Years,6,0,4,2020,No,Black
Unknown,0 - 9 Years,1,0,4,2020,No,Asian
Unknown,0 - 9 Years,1,0,4,2020,Yes,Black
Unknown,0 - 9 Years,119,0,5,2020,No,Other/Missing
Unknown,0 - 9 Years,1,0,5,2020,Yes,Hispanic
Unknown,0 - 9 Years,22,0,5,2020,No,Hispanic
Unknown,0 - 9 Years,4,0,5,2020,No,White
Unknown,0 - 9 Years,5,0,5,2020,No,Black
Unknown,0 - 9 Years,1,0,5,2020,Yes,White
Unknown,0 - 9 Years,1,0,5,2020,No,Asian
Unknown,0 - 9 Years,13,0,6,2020,No,White
Unknown,0 - 9 Years,183,0,6,2020,No,Other/Missing
Unknown,0 - 9 Years,2,0,6,2020,Yes,Other/Missing
Unknown,0 - 9 Years,19,0,6,2020,No,Black
Unknown,0 - 9 Years,45,0,6,2020,No,Hispanic
Unknown,0 - 9 Years,2,0,6,2020,No,Asian
Unknown,0 - 9 Years,1,0,6,2020,Yes,White
Unknown,0 - 9 Years,1,0,6,2020,Yes,Black
Unknown,0 - 9 Years,1,0,6,2020,Yes,Hispanic
Unknown,0 - 9 Years,18,0,7,2020,No,White
Unknown,0 - 9 Years,153,0,7,2020,No,Hispanic
Unknown,0 - 9 Years,513,0,7,2020,No,Other/Missing
Unknown,0 - 9 Years,38,0,7,2020,No,Black
Unknown,0 - 9 Years,5,0,7,2020,No,Asian
Unknown,0 - 9 Years,6,0,7,2020,Yes,Black
Unknown,0 - 9 Years,1,0,7,2020,Yes,Hispanic
Unknown,0 - 9 Years,63,0,8,2020,No,Hispanic
Unknown,0 - 9 Years,264,0,8,2020,No,Other/Missing
Unknown,0 - 9 Years,1,0,8,2020,Yes,White
Unknown,0 - 9 Years,24,0,8,2020,No,Black
Unknown,0 - 9 Years,30,0,8,2020,No,White
Unknown,0 - 9 Years,1,0,8,2020,No,Asian
Unknown,0 - 9 Years,24,0,9,2020,No,White
Unknown,0 - 9 Years,163,0,9,2020,No,Other/Missing
Unknown,0 - 9 Years,27,0,9,2020,No,Hispanic
