sex,age_group,Total_cases,Total_deaths,Month,Year,Medcond,Race_ethnicity
Female,0 - 9 Years,627,0,10,2020,No,Asian
Female,0 - 9 Years,13373,0,10,2020,No,Other/Missing
Female,0 - 9 Years,8410,0,10,2020,No,Hispanic
Female,0 - 9 Years,2238,1,10,2020,No,Black
Female,0 - 9 Years,424,0,10,2020,Yes,White
Female,0 - 9 Years,116,0,10,2020,Yes,Other/Missing
Female,0 - 9 Years,153,0,10,2020,Yes,Black
Female,0 - 9 Years,158,0,10,2020,Yes,Hispanic
Female,0 - 9 Years,11,0,10,2020,Yes,Asian
Female,0 - 9 Years,19568,1,11,2020,No,White
Female,0 - 9 Years,31199,3,11,2020,No,Other/Missing
Female,0 - 9 Years,1216,0,11,2020,No,Asian
Female,0 - 9 Years,16155,0,11,2020,No,Hispanic
Female,0 - 9 Years,3480,1,11,2020,No,Black
Female,0 - 9 Years,641,1,11,2020,Yes,White
Female,0 - 9 Years,219,0,11,2020,Yes,Other/Missing
Female,0 - 9 Years,13,0,11,2020,Yes,Asian
Female,0 - 9 Years,256,2,11,2020,Yes,Hispanic
Female,0 - 9 Years,196,1,11,2020,Yes,Black
Female,0 - 9 Years,2216,0,12,2020,No,Asian
Female,0 - 9 Years,24590,4,12,2020,No,White
Female,0 - 9 Years,47714,1,12,2020,No,Other/Missing
Female,0 - 9 Years,27299,2,12,2020,No,Hispanic
Female,0 - 9 Years,5689,0,12,2020,No,Black
Female,0 - 9 Years,839,2,12,2020,Yes,White
Female,0 - 9 Years,33,0,12,2020,Yes,Asian
Female,0 - 9 Years,287,0,12,2020,Yes,Other/Missing
Female,0 - 9 Years,406,0,12,2020,Yes,Hispanic
Female,0 - 9 Years,265,0,12,2020,Yes,Black
Female,0 - 9 Years,24134,2,1,2021,No,White
Female,0 - 9 Years,2375,0,1,2021,No,Asian
Female,0 - 9 Years,40485,2,1,2021,No,Other/Missing
Female,0 - 9 Years,27228,2,1,2021,No,Hispanic
Female,0 - 9 Years,7073,1,1,2021,No,Black
Female,0 - 9 Years,728,0,1,2021,Yes,White
Female,0 - 9 Years,287,0,1,2021,Yes,Other/Missing
Female,0 - 9 Years,498,0,1,2021,Yes,Hispanic
Female,0 - 9 Years,344,0,1,2021,Yes,Black
Female,0 - 9 Years,36,0,1,2021,Yes,Asian
Female,0 - 9 Years,13658,0,2,2021,No,White
Female,0 - 9 Years,1155,0,2,2021,No,Asian
Female,0 - 9 Years,18081,0,2,2021,No,Other/Missing
Female,0 - 9 Years,10647,0,2,2021,No,Hispanic
Female,0 - 9 Years,3994,2,2,2021,No,Black
Female,0 - 9 Years,292,0,2,2021,Yes,White
Female,0 - 9 Years,32,0,2,2021,Yes,Asian
Female,0 - 9 Years,143,0,2,2021,Yes,Black
Female,0 - 9 Years,273,0,2,2021,Yes,Hispanic
Female,0 - 9 Years,154,0,2,2021,Yes,Other/Missing
Female,0 - 9 Years,13370,1,3,2021,No,White
Female,0 - 9 Years,1080,0,3,2021,No,Asian
Female,0 - 9 Years,18823,1,3,2021,No,Other/Missing
Female,0 - 9 Years,10039,0,3,2021,No,Hispanic
Female,0 - 9 Years,4458,0,3,2021,No,Black
Female,0 - 9 Years,213,0,3,2021,Yes,White
Female,0 - 9 Years,263,0,3,2021,Yes,Hispanic
Female,0 - 9 Years,137,0,3,2021,Yes,Black
Female,0 - 9 Years,178,0,3,2021,Yes,Other/Missing
Female,0 - 9 Years,19,0,3,2021,Yes,Asian
Female,0 - 9 Years,14447,1,4,2021,No,White
Female,0 - 9 Years,1098,1,4,2021,No,Asian
Female,0 - 9 Years,22845,2,4,2021,No,Other/Missing
Female,0 - 9 Years,9271,0,4,2021,No,Hispanic
Female,0 - 9 Years,5631,0,4,2021,No,Black
Female,0 - 9 Years,259,0,4,2021,Yes,White
Female,0 - 9 Years,201,0,4,2021,Yes,Hispanic
Female,0 - 9 Years,175,0,4,2021,Yes,Black
Female,0 - 9 Years,169,0,4,2021,Yes,Other/Missing
Female,0 - 9 Years,17,0,4,2021,Yes,Asian
Female,0 - 9 Years,2453,1,5,2021,No,White
Female,0 - 9 Years,175,0,5,2021,No,Asian
Female,0 - 9 Years,4535,0,5,2021,No,Other/Missing
Female,0 - 9 Years,1400,0,5,2021,No,Hispanic
Female,0 - 9 Years,1090,0,5,2021,No,Black
Female,0 - 9 Years,43,0,5,2021,Yes,White
Female,0 - 9 Years,27,0,5,2021,Yes,Hispanic
Female,0 - 9 Years,42,0,5,2021,Yes,Other/Missing
Female,0 - 9 Years,14,0,5,2021,Yes,Black
Female,0 - 9 Years,3,0,5,2021,Yes,Asian
Male,0 - 9 Years,17,0,1,2020,No,White
Male,0 - 9 Years,9,0,1,2020,No,Hispanic
Male,0 - 9 Years,29,0,1,2020,No,Other/Missing
Male,0 - 9 Years,3,0,1,2020,No,Asian
Male,0 - 9 Years,4,0,1,2020,No,Black
Male,0 - 9 Years,2,0,1,2020,Yes,White
Male,0 - 9 Years,1,0,1,2020,Yes,Black
Male,0 - 9 Years,10,0,2,2020,No,White
Male,0 - 9 Years,15,0,2,2020,No,Other/Missing
Male,0 - 9 Years,4,0,2,2020,No,Black
Male,0 - 9 Years,6,0,2,2020,No,Hispanic
Male,0 - 9 Years,2,0,2,2020,No,Asian
Male,0 - 9 Years,1,0,2,2020,Yes,Other/Missing
Male,0 - 9 Years,1,0,2,2020,Yes,Hispanic
Male,0 - 9 Years,227,1,3,2020,No,White
Male,0 - 9 Years,29,0,3,2020,No,Asian
Male,0 - 9 Years,708,2,3,2020,No,Other/Missing
Male,0 - 9 Years,95,2,3,2020,No,Black
Male,0 - 9 Years,260,2,3,2020,No,Hispanic
Male,0 - 9 Years,37,0,3,2020,Yes,White
Male,0 - 9 Years,7,1,3,2020,Yes,Asian
Male,0 - 9 Years,48,0,3,2020,Yes,Other/Missing
Male,0 - 9 Years,14,0,3,2020,Yes,Black
Male,0 - 9 Years,42,2,3,2020,Yes,Hispanic
Male,0 - 9 Years,534,3,4,2020,No,White
Male,0 - 9 Years,123,0,4,2020,No,Asian
Male,0 - 9 Years,1590,2,4,2020,No,Hispanic
Male,0 - 9 Years,2168,5,4,2020,No,Other/Missing
Male,0 - 9 Years,412,0,4,2020,No,Black
Male,0 - 9 Years,86,3,4,2020,Yes,White
Male,0 - 9 Years,99,2,4,2020,Yes,Other/Missing
Male,0 - 9 Years,124,1,4,2020,Yes,Hispanic
Male,0 - 9 Years,69,1,4,2020,Yes,Black
Male,0 - 9 Years,8,0,4,2020,Yes,Asian
Male,0 - 9 Years,901,3,5,2020,No,White
Male,0 - 9 Years,188,1,5,2020,No,Asian
Male,0 - 9 Years,3363,1,5,2020,No,Other/Missing
Male,0 - 9 Years,3921,0,5,2020,No,Hispanic
Male,0 - 9 Years,859,0,5,2020,No,Black
Male,0 - 9 Years,22,0,5,2020,Yes,Asian
Male,0 - 9 Years,104,1,5,2020,Yes,White
Male,0 - 9 Years,118,1,5,2020,Yes,Other/Missing
Male,0 - 9 Years,227,0,5,2020,Yes,Hispanic
Male,0 - 9 Years,98,0,5,2020,Yes,Black
Male,0 - 9 Years,2015,1,6,2020,No,White
Male,0 - 9 Years,308,0,6,2020,No,Asian
Male,0 - 9 Years,5235,1,6,2020,No,Other/Missing
Male,0 - 9 Years,6999,3,6,2020,No,Hispanic
Male,0 - 9 Years,1408,0,6,2020,No,Black
Male,0 - 9 Years,183,0,6,2020,Yes,White
Male,0 - 9 Years,31,0,6,2020,Yes,Asian
Male,0 - 9 Years,176,0,6,2020,Yes,Other/Missing
Male,0 - 9 Years,147,0,6,2020,Yes,Black
Male,0 - 9 Years,375,1,6,2020,Yes,Hispanic
Male,0 - 9 Years,4086,0,7,2020,No,White
Male,0 - 9 Years,9844,0,7,2020,No,Other/Missing
Male,0 - 9 Years,337,0,7,2020,No,Asian
Male,0 - 9 Years,9790,3,7,2020,No,Hispanic
Male,0 - 9 Years,2788,1,7,2020,No,Black
Male,0 - 9 Years,287,0,7,2020,Yes,White
Male,0 - 9 Years,148,0,7,2020,Yes,Other/Missing
Male,0 - 9 Years,27,0,7,2020,Yes,Asian
Male,0 - 9 Years,310,0,7,2020,Yes,Hispanic
Male,0 - 9 Years,213,1,7,2020,Yes,Black
Male,0 - 9 Years,7386,1,8,2020,No,Other/Missing
Male,0 - 9 Years,3976,1,8,2020,No,White
Male,0 - 9 Years,369,0,8,2020,No,Asian
Male,0 - 9 Years,7272,1,8,2020,No,Hispanic
Male,0 - 9 Years,2237,0,8,2020,No,Black
Male,0 - 9 Years,257,0,8,2020,Yes,White
Male,0 - 9 Years,119,1,8,2020,Yes,Other/Missing
Male,0 - 9 Years,16,0,8,2020,Yes,Asian
Male,0 - 9 Years,242,0,8,2020,Yes,Hispanic
Male,0 - 9 Years,160,0,8,2020,Yes,Black
Male,0 - 9 Years,386,0,9,2020,No,Asian
Male,0 - 9 Years,7104,1,9,2020,No,Other/Missing
Male,0 - 9 Years,5445,3,9,2020,No,White
Male,0 - 9 Years,5467,1,9,2020,No,Hispanic
Male,0 - 9 Years,1511,1,9,2020,No,Black
Male,0 - 9 Years,354,0,9,2020,Yes,White
Male,0 - 9 Years,15,0,9,2020,Yes,Asian
Male,0 - 9 Years,91,0,9,2020,Yes,Other/Missing
Male,0 - 9 Years,115,0,9,2020,Yes,Black
Male,0 - 9 Years,152,0,9,2020,Yes,Hispanic
Male,0 - 9 Years,10431,1,10,2020,No,White
Male,0 - 9 Years,13962,3,10,2020,No,Other/Missing
Male,0 - 9 Years,728,0,10,2020,No,Asian
Male,0 - 9 Years,8887,1,10,2020,No,Hispanic
Male,0 - 9 Years,2333,0,10,2020,No,Black
Male,0 - 9 Years,498,0,10,2020,Yes,White
Male,0 - 9 Years,15,0,10,2020,Yes,Asian
Male,0 - 9 Years,142,0,10,2020,Yes,Other/Missing
Male,0 - 9 Years,197,0,10,2020,Yes,Hispanic
Male,0 - 9 Years,175,1,10,2020,Yes,Black
Male,0 - 9 Years,20842,1,11,2020,No,White
Male,0 - 9 Years,1412,0,11,2020,No,Asian
Male,0 - 9 Years,32636,1,11,2020,No,Other/Missing
Male,0 - 9 Years,16831,4,11,2020,No,Hispanic
Male,0 - 9 Years,3782,1,11,2020,No,Black
Male,0 - 9 Years,781,0,11,2020,Yes,White
Male,0 - 9 Years,308,0,11,2020,Yes,Other/Missing
Male,0 - 9 Years,25,0,11,2020,Yes,Asian
Male,0 - 9 Years,340,0,11,2020,Yes,Hispanic
Male,0 - 9 Years,222,0,11,2020,Yes,Black
Male,0 - 9 Years,49568,2,12,2020,No,Other/Missing
Male,0 - 9 Years,26173,1,12,2020,No,White
Male,0 - 9 Years,2531,1,12,2020,No,Asian
Male,0 - 9 Years,28606,2,12,2020,No,Hispanic
Male,0 - 9 Years,5883,3,12,2020,No,Black
Male,0 - 9 Years,947,0,12,2020,Yes,White
Male,0 - 9 Years,355,0,12,2020,Yes,Other/Missing
Male,0 - 9 Years,33,0,12,2020,Yes,Asian
Male,0 - 9 Years,507,0,12,2020,Yes,Hispanic
Male,0 - 9 Years,344,0,12,2020,Yes,Black
Male,0 - 9 Years,2664,0,1,2021,No,Asian
Male,0 - 9 Years,25648,7,1,2021,No,White
Male,0 - 9 Years,42673,4,1,2021,No,Other/Missing
Male,0 - 9 Years,28392,2,1,2021,No,Hispanic
Male,0 - 9 Years,7367,1,1,2021,No,Black
Male,0 - 9 Years,857,0,1,2021,Yes,White
Male,0 - 9 Years,331,1,1,2021,Yes,Other/Missing
Male,0 - 9 Years,78,0,1,2021,Yes,Asian
Male,0 - 9 Years,630,0,1,2021,Yes,Hispanic
Male,0 - 9 Years,390,0,1,2021,Yes,Black
Male,0 - 9 Years,1348,0,2,2021,No,Asian
Male,0 - 9 Years,14559,1,2,2021,No,White
Male,0 - 9 Years,19276,0,2,2021,No,Other/Missing
Male,0 - 9 Years,11290,1,2,2021,No,Hispanic
Male,0 - 9 Years,4205,2,2,2021,No,Black
Male,0 - 9 Years,411,0,2,2021,Yes,White
Male,0 - 9 Years,232,0,2,2021,Yes,Other/Missing
Male,0 - 9 Years,54,0,2,2021,Yes,Asian
Male,0 - 9 Years,172,1,2,2021,Yes,Black
Male,0 - 9 Years,403,0,2,2021,Yes,Hispanic
Male,0 - 9 Years,19801,3,3,2021,No,Other/Missing
Male,0 - 9 Years,14229,1,3,2021,No,White
Male,0 - 9 Years,1253,1,3,2021,No,Asian
Male,0 - 9 Years,4555,0,3,2021,No,Black
Male,0 - 9 Years,10749,0,3,2021,No,Hispanic
Male,0 - 9 Years,308,0,3,2021,Yes,White
Male,0 - 9 Years,44,0,3,2021,Yes,Asian
Male,0 - 9 Years,233,1,3,2021,Yes,Other/Missing
Male,0 - 9 Years,150,0,3,2021,Yes,Black
Male,0 - 9 Years,327,0,3,2021,Yes,Hispanic
Male,0 - 9 Years,15393,1,4,2021,No,White
Male,0 - 9 Years,1202,0,4,2021,No,Asian
Male,0 - 9 Years,23978,0,4,2021,No,Other/Missing
Male,0 - 9 Years,5727,1,4,2021,No,Black
Male,0 - 9 Years,9643,1,4,2021,No,Hispanic
Male,0 - 9 Years,301,1,4,2021,Yes,White
Male,0 - 9 Years,31,0,4,2021,Yes,Asian
Male,0 - 9 Years,251,1,4,2021,Yes,Other/Missing
Male,0 - 9 Years,243,0,4,2021,Yes,Hispanic
Male,0 - 9 Years,196,0,4,2021,Yes,Black
Male,0 - 9 Years,2507,0,5,2021,No,White
Male,0 - 9 Years,188,0,5,2021,No,Asian
Male,0 - 9 Years,4720,0,5,2021,No,Other/Missing
Male,0 - 9 Years,1562,0,5,2021,No,Hispanic
Male,0 - 9 Years,1131,0,5,2021,No,Black
Male,0 - 9 Years,52,0,5,2021,Yes,White
Male,0 - 9 Years,43,0,5,2021,Yes,Black
Male,0 - 9 Years,34,0,5,2021,Yes,Other/Missing
Male,0 - 9 Years,30,0,5,2021,Yes,Hispanic
Male,0 - 9 Years,4,0,5,2021,Yes,Asian
Missing,0 - 9 Years,1,0,1,2020,No,White
Missing,0 - 9 Years,7,0,3,2020,No,Other/Missing
Missing,0 - 9 Years,1,0,3,2020,No,White
Missing,0 - 9 Years,2,0,4,2020,No,Hispanic
Missing,0 - 9 Years,10,0,4,2020,No,Other/Missing
Missing,0 - 9 Years,1,0,4,2020,No,White
Missing,0 - 9 Years,20,0,5,2020,No,Hispanic
Missing,0 - 9 Years,1,0,5,2020,No,White
Missing,0 - 9 Years,1,0,5,2020,No,Black
Missing,0 - 9 Years,8,0,5,2020,No,Other/Missing
Missing,0 - 9 Years,1,0,5,2020,No,Asian
Missing,0 - 9 Years,4,0,6,2020,No,Other/Missing
Missing,0 - 9 Years,4,0,6,2020,No,White
Missing,0 - 9 Years,10,0,6,2020,No,Hispanic
Missing,0 - 9 Years,1,0,6,2020,Yes,White
Missing,0 - 9 Years,2,0,6,2020,Yes,Other/Missing
Missing,0 - 9 Years,1,0,6,2020,Yes,Black
Missing,0 - 9 Years,30,0,7,2020,No,Other/Missing
Missing,0 - 9 Years,11,0,7,2020,No,Hispanic
Missing,0 - 9 Years,11,0,7,2020,No,White
Missing,0 - 9 Years,1,0,7,2020,No,Asian
Missing,0 - 9 Years,4,0,7,2020,No,Black
Missing,0 - 9 Years,1,0,7,2020,Yes,Black
Missing,0 - 9 Years,12,0,8,2020,No,Hispanic
Missing,0 - 9 Years,6,0,8,2020,No,White
Missing,0 - 9 Years,36,0,8,2020,No,Other/Missing
Missing,0 - 9 Years,7,0,8,2020,No,Black
Missing,0 - 9 Years,109,0,9,2020,No,Other/Missing
Missing,0 - 9 Years,56,0,9,2020,No,Hispanic
Missing,0 - 9 Years,32,0,9,2020,No,White
Missing,0 - 9 Years,8,0,9,2020,No,Black
Missing,0 - 9 Years,2,0,9,2020,Yes,White
Missing,0 - 9 Years,1,0,9,2020,No,Asian
Missing,0 - 9 Years,1,0,10,2020,Yes,White
Missing,0 - 9 Years,245,0,10,2020,No,Other/Missing
Missing,0 - 9 Years,101,0,10,2020,No,Hispanic
Missing,0 - 9 Years,21,0,10,2020,No,Black
Missing,0 - 9 Years,67,0,10,2020,No,White
Missing,0 - 9 Years,5,0,10,2020,No,Asian
Missing,0 - 9 Years,159,1,11,2020,No,Hispanic
Missing,0 - 9 Years,36,0,11,2020,No,Black
Missing,0 - 9 Years,463,0,11,2020,No,Other/Missing
Missing,0 - 9 Years,120,0,11,2020,No,White
Missing,0 - 9 Years,15,0,11,2020,No,Asian
Missing,0 - 9 Years,2,1,11,2020,Yes,Other/Missing
Missing,0 - 9 Years,1,0,11,2020,Yes,White
Missing,0 - 9 Years,277,0,12,2020,No,Hispanic
Missing,0 - 9 Years,839,0,12,2020,No,Other/Missing
Missing,0 - 9 Years,23,0,12,2020,No,Asian
Missing,0 - 9 Years,1,0,12,2020,Yes,White
Missing,0 - 9 Years,241,0,12,2020,No,White
Missing,0 - 9 Years,54,0,12,2020,No,Black
Missing,0 - 9 Years,731,0,1,2021,No,Other/Missing
Missing,0 - 9 Years,68,0,1,2021,No,Black
Missing,0 - 9 Years,251,0,1,2021,No,Hispanic
Missing,0 - 9 Years,241,0,1,2021,No,White
Missing,0 - 9 Years,23,0,1,2021,No,Asian
Missing,0 - 9 Years,1,0,1,2021,Yes,White
Missing,0 - 9 Years,307,0,2,2021,No,Other/Missing
Missing,0 - 9 Years,121,0,2,2021,No,Hispanic
Missing,0 - 9 Years,135,0,2,2021,No,White
Missing,0 - 9 Years,11,0,2,2021,No,Asian
Missing,0 - 9 Years,36,0,2,2021,No,Black
Missing,0 - 9 Years,341,0,3,2021,No,Other/Missing
Missing,0 - 9 Years,143,0,3,2021,No,White
Missing,0 - 9 Years,17,0,3,2021,No,Asian
Missing,0 - 9 Years,109,0,3,2021,No,Hispanic
Missing,0 - 9 Years,26,0,3,2021,No,Black
Missing,0 - 9 Years,1,0,3,2021,Yes,Other/Missing
Missing,0 - 9 Years,408,0,4,2021,No,Other/Missing
Missing,0 - 9 Years,144,0,4,2021,No,White
Missing,0 - 9 Years,42,0,4,2021,No,Black
Missing,0 - 9 Years,131,0,4,2021,No,Hispanic
Missing,0 - 9 Years,16,0,4,2021,No,Asian
Missing,0 - 9 Years,60,0,5,2021,No,Other/Missing
Missing,0 - 9 Years,26,0,5,2021,No,White
Missing,0 - 9 Years,16,0,5,2021,No,Hispanic
Missing,0 - 9 Years,8,0,5,2021,No,Black
Other,0 - 9 Years,1,0,3,2020,Yes,Other/Missing
Other,0 - 9 Years,2,0,4,2020,No,Other/Missing
Other,0 - 9 Years,2,0,6,2020,No,Other/Missing
Other,0 - 9 Years,1,0,7,2020,No,Other/Missing
Other,0 - 9 Years,1,0,9,2020,No,Other/Missing
Other,0 - 9 Years,1,0,11,2020,Yes,White
Other,0 - 9 Years,1,0,12,2020,No,Other/Missing
Other,0 - 9 Years,1,0,12,2020,No,White
Other,0 - 9 Years,4,0,1,2021,No,Other/Missing
Other,0 - 9 Years,1,0,1,2021,No,White
Other,0 - 9 Years,1,0,1,2021,Yes,White
Other,0 - 9 Years,2,0,3,2021,Yes,White
Other,0 - 9 Years,1,0,3,2021,No,White
Other,0 - 9 Years,4,0,4,2021,No,Other/Missing
Other,0 - 9 Years,1,0,4,2021,Yes,White
Unknown,0 - 9 Years,16,0,3,2020,No,Other/Missing
Unknown,0 - 9 Years,2,0,3,2020,No,White
Unknown,0 - 9 Years,6,0,4,2020,No,Black
Unknown,0 - 9 Years,11,0,4,2020,No,Hispanic
Unknown,0 - 9 Years,61,0,4,2020,No,Other/Missing
Unknown,0 - 9 Years,7,0,4,2020,No,White
Unknown,0 - 9 Years,3,0,4,2020,No,Asian
Unknown,0 - 9 Years,1,0,4,2020,Yes,Black
Unknown,0 - 9 Years,110,0,5,2020,No,Other/Missing
Unknown,0 - 9 Years,6,0,5,2020,No,Black
Unknown,0 - 9 Years,25,0,5,2020,No,Hispanic
Unknown,0 - 9 Years,1,0,5,2020,No,Asian
Unknown,0 - 9 Years,5,0,5,2020,No,White
Unknown,0 - 9 Years,1,0,5,2020,Yes,Hispanic
Unknown,0 - 9 Years,1,0,5,2020,Yes,White
Unknown,0 - 9 Years,187,0,6,2020,No,Other/Missing
Unknown,0 - 9 Years,46,0,6,2020,No,Hispanic
Unknown,0 - 9 Years,1,0,6,2020,Yes,Black
Unknown,0 - 9 Years,1,0,6,2020,Yes,Hispanic
Unknown,0 - 9 Years,21,0,6,2020,No,Black
Unknown,0 - 9 Years,13,0,6,2020,No,White
Unknown,0 - 9 Years,1,0,6,2020,Yes,Other/Missing
Unknown,0 - 9 Years,2,0,6,2020,No,Asian
Unknown,0 - 9 Years,19,0,7,2020,No,White
Unknown,0 - 9 Years,150,0,7,2020,No,Hispanic
Unknown,0 - 9 Years,5,0,7,2020,Yes,Black
Unknown,0 - 9 Years,516,0,7,2020,No,Other/Missing
Unknown,0 - 9 Years,36,0,7,2020,No,Black
Unknown,0 - 9 Years,5,0,7,2020,No,Asian
Unknown,0 - 9 Years,1,0,7,2020,Yes,Hispanic
Unknown,0 - 9 Years,30,0,8,2020,No,White
Unknown,0 - 9 Years,59,0,8,2020,No,Hispanic
Unknown,0 - 9 Years,261,0,8,2020,No,Other/Missing
Unknown,0 - 9 Years,1,0,8,2020,No,Asian
Unknown,0 - 9 Years,23,0,8,2020,No,Black
Unknown,0 - 9 Years,1,0,8,2020,Yes,White
Unknown,0 - 9 Years,166,0,9,2020,No,Other/Missing
Unknown,0 - 9 Years,10,0,9,2020,No,Black
Unknown,0 - 9 Years,27,0,9,2020,No,Hispanic
Unknown,0 - 9 Years,24,0,9,2020,No,White
Unknown,0 - 9 Years,2,0,9,2020,No,Asian
Unknown,0 - 9 Years,283,0,10,2020,No,Other/Missing
Unknown,0 - 9 Years,68,0,10,2020,No,White
Unknown,0 - 9 Years,59,0,10,2020,No,Hispanic
Unknown,0 - 9 Years,4,0,10,2020,No,Asian
Unknown,0 - 9 Years,15,0,10,2020,No,Black
Unknown,0 - 9 Years,2,0,10,2020,Yes,Hispanic
Unknown,0 - 9 Years,665,0,11,2020,No,Other/Missing
Unknown,0 - 9 Years,149,0,11,2020,No,Hispanic
Unknown,0 - 9 Years,114,0,11,2020,No,White
Unknown,0 - 9 Years,3,0,11,2020,Yes,Other/Missing
Unknown,0 - 9 Years,34,0,11,2020,No,Black
Unknown,0 - 9 Years,11,0,11,2020,No,Asian
Unknown,0 - 9 Years,1588,0,12,2020,No,Other/Missing
Unknown,0 - 9 Years,58,0,12,2020,No,Black
Unknown,0 - 9 Years,829,0,12,2020,No,Hispanic
Unknown,0 - 9 Years,6,0,12,2020,Yes,Other/Missing
Unknown,0 - 9 Years,9,0,12,2020,Yes,Hispanic
Unknown,0 - 9 Years,58,0,12,2020,No,Asian
Unknown,0 - 9 Years,174,1,12,2020,No,White
Unknown,0 - 9 Years,2,0,12,2020,Yes,White
Unknown,0 - 9 Years,1,0,12,2020,Yes,Black
